SITE_NO,Water,Developed,Mechanically_Disturbed_National_Forests,Mechanically_Disturbed_Other_Public_Lands,Mechanically_Disturbed_Private,Mining,Barren,Deciduous_Forest,Evergreen_Forest,Mixed_Forest,Grassland,Shrubland,Cultivated_Cropland,Hay_Pasture_land,Herbaceous_Wetland,Woody_Wetland,Perennial_Ice_Snow
7288500,0.819981972028,1.18344915821,-9999,-9999,-9999,0.00872321246838,0.0174464249368,1.88712163066,0.241342211625,2.20988049199,-9999,-9999,67.4740484429,5.41420720537,0.00581547497892,20.7379837748,-9999
7373500,0.067521944632,0.945307224848,-9999,-9999,-9999,-9999,0.270087778528,11.6812964213,9.52059419311,10.7359891965,-9999,-9999,43.9567859554,21.6070222822,-9999,1.21539500338,-9999
8136000,0.128525713886,0.49880217532,-9999,-9999,-9999,-9999,0.429730533163,0.60153531397,0.171367618515,0.000437162292129,15,72,10.7480721143,0.230821690244,0.0231696014829,0.0231696014829,-9999
2388350,0.397763921737,0.0752526338422,-9999,-9999,-9999,0.451515803053,-9999,26.9941947968,18.8991614707,26.2954203397,-9999,-9999,14.8032681144,11.7716620082,-9999,0.311760911632,-9999
8103800,0.339784310829,0.437287634806,-9999,-9999,-9999,-9999,0.759344068548,5.49564189688,8.85211995863,-9999,34,43,4.54424582656,3.25306544541,0.0265918156301,-9999,-9999
8072760,0.0565610859729,-9999,-9999,-9999,-9999,0.0565610859729,0.622171945701,6.50452488688,4.07239819005,2.60180995475,2,4,38.6877828054,33.2013574661,4.18552036199,3.3371040724,-9999
2372250,0.0872981230904,0.261894369271,-9999,-9999,-9999,-9999,-9999,9.51003928416,19.2601484068,16.0410301179,-9999,-9999,37.3854212134,5.63072893933,0.152771715408,11.6706678306,-9999
2427500,1.0042359265,1.08463089013,-9999,-9999,-9999,0.088691536911,0.00175279717215,23.6857818936,16.8813064182,19.6439484678,-9999,-9999,23.8949490228,9.48321696708,0.209751394934,4.02173468493,-9999
2393419,0.654664484452,-9999,-9999,-9999,-9999,-9999,-9999,21.1129296236,13.093289689,15.875613748,-9999,-9999,38.7888707038,10.4746317512,-9999,-9999,-9999
2297310,0.0118413262285,0.272350503256,-9999,-9999,-9999,0.201302545885,-9999,0.1657785672,9.15334517466,0.40260509177,39,0,13.2859680284,7.64949674364,7.17584369449,22.3445825933,-9999
7340500,0.447651499967,0.046769559698,-9999,-9999,-9999,0.00668136567114,0.0200440970134,50.3841785261,11.8460613349,32.9725395871,-9999,-9999,0.487739693993,3.54780517138,0.106901850738,0.133627313423,-9999
2346180,0.874809069449,2.80494336554,-9999,-9999,-9999,0.0515760449108,0.00198369403503,14.9372160838,16.022296721,11.5609688362,-9999,-9999,34.0024994545,12.3326258158,0.136874888417,7.27420602646,-9999
7041000,-9999,1.8001618123,-9999,-9999,-9999,0.0202265372168,-9999,18.1432038835,0.161812297735,1.678802589,1,0,55.5420711974,4.34870550162,0.0202265372168,17.4150485437,-9999
2423496,0.970873786408,4.69433479142,-9999,-9999,-9999,0.362744052064,-9999,35.7943027846,14.018990718,28.5820975141,-9999,-9999,9.59137949429,5.55851915075,0.0426757708311,0.38408193748,-9999
8052745,0.0641848523748,0.577663671374,-9999,-9999,-9999,-9999,-9999,1.47625160462,0.962772785623,0.706033376123,1,0,70.4749679076,23.1065468549,0.0641848523748,1.21951219512,-9999
8155200,0.322234156821,0.805585392052,-9999,-9999,-9999,-9999,0.510204081633,9.4522019334,44.0386680988,-9999,32,12,0.402792696026,0.510204081633,-9999,-9999,-9999
7077555,0.00415135853208,0.178508416879,-9999,-9999,-9999,0.00207567926604,0.0249081511925,19.154368267,0.377773626419,8.88390725865,-9999,0,40.8223841252,3.50582228034,0.149448907155,26.8945762501,-9999
7364700,0.308784931295,3.25768102517,-9999,-9999,-9999,-9999,-9999,7.95121198086,49.9768411302,16.6743862899,-9999,-9999,6.94766095415,3.01065308013,0.123513972518,11.7492666358,-9999
8167800,0.416617669293,0.824835788802,-9999,-9999,-9999,0.00167990995683,0.557730105666,3.66724343575,48.6081946008,0.00839954978413,22,21,1.81766257329,1.08018210224,0.0268785593092,-9999,-9999
2365200,0.245636912253,0.673227092842,-9999,-9999,-9999,0.00379069309032,0.00454883170839,9.48279783476,20.1467756365,15.7829297509,0,-9999,37.3739594547,8.94527755455,0.23123227851,7.10754954436,-9999
7311200,1.55945419103,0.0974658869396,-9999,-9999,-9999,-9999,-9999,12.2807017544,0.877192982456,0.194931773879,70,12,0.292397660819,2.72904483431,-9999,-9999,-9999
2329000,0.80890428318,1.20174030582,-9999,-9999,-9999,0.0063360648813,0.0654726704401,2.80265269916,25.6441665963,7.31604291628,0,0,39.5877333784,5.34763875982,1.75720199375,15.1094027203,-9999
8062895,0.915455035003,2.35864297254,-9999,-9999,-9999,-9999,0.0430802369413,8.8099084545,0.204631125471,0.441572428648,0,0,31.1254711901,53.0640818525,1.12008616047,1.84168012924,-9999
2429595,0.0510986203373,0.281042411855,-9999,-9999,-9999,-9999,-9999,3.85794583546,42.7695452223,15.8405723045,-9999,-9999,25.2171691364,7.43484925907,0.153295861012,4.394481349,-9999
7382000,0.956651718984,0.488290981565,-9999,-9999,-9999,0.0697558545092,0.039860488291,12.2571001495,42.0328849028,11.9880418535,0,-9999,5.0822122571,3.66716492277,0.657698056801,22.5610363727,-9999
