SITE_NO,Water,Developed,Mechanically_Disturbed_National_Forests,Mechanically_Disturbed_Other_Public_Lands,Mechanically_Disturbed_Private,Mining,Barren,Deciduous_Forest,Evergreen_Forest,Mixed_Forest,Grassland,Shrubland,Cultivated_Cropland,Hay_Pasture_land,Herbaceous_Wetland,Woody_Wetland,Perennial_Ice_Snow
7288500,2.16335669216,1.80570498095,-9999,-9999,0.119217237068,-9999,-9999,1.06132418365,0.177371986857,0.575732022913,-9999,-9999,80.3989415836,5.53051670495,0.00581547497892,8.16201913291,-9999
7373500,0.405131667792,1.21539500338,-9999,-9999,0.405131667792,-9999,0,24.2403781229,11.006076975,25.1181634031,0,-9999,11.6137744767,24.9155975692,-9999,0.607697501688,-9999
8136000,0.35716159267,0.918915138056,-9999,-9999,-9999,0,0,0.598475177925,0.159564236627,-9999,15,76,5.79240037071,0.308199415951,0.0109290573032,-9999,-9999
2388350,0.64502257579,0.150505267684,0,-9999,1.52655342937,1,-9999,29.4882820899,22.1350247259,29.3592775747,-9999,-9999,3.91313695979,11.5136529779,-9999,0.258009030316,-9999
8103800,0.357512187915,0.564337420594,0,-9999,-9999,0,1,5.44836755798,8.57142857143,-9999,33,43,4.58856551928,4.06559314522,0.0265918156301,-9999,-9999
8072760,0.226244343891,24.7171945701,-9999,-9999,0.0565610859729,0,1,5.09049773756,1.35746606335,1.01809954751,2,5,11.8778280543,43.1561085973,4.24208144796,-9999,-9999
2372250,0.261894369271,0.425578350065,-9999,-9999,6.3727629856,0,-9999,16.7285028372,22.9212134439,26.6477520733,-9999,-9999,10.6776516805,6.81470973374,0.152771715408,8.97533828023,-9999
2427500,1.69250094943,2.35856387485,0,0,3.62525196459,0,0,28.9601822909,18.2743127574,24.9495486547,-9999,-9999,6.48534953697,10.1572259063,0.186731325407,3.1084105051,-9999
2393419,0.654664484452,5.72831423895,-9999,-9999,2.12765957447,1,-9999,34.6972176759,16.0392798691,32.4058919804,-9999,-9999,1.14566284779,6.54664484452,-9999,-9999,-9999
2297310,0.0947306098283,1.61042036708,-9999,-9999,0.355239786856,0,-9999,-9999,7.42451154529,0.390763765542,40,0,14.3398460628,8.15867377146,7.12847838958,19.8815867377,-9999
7340500,0.861896171577,0.046769559698,0,-9999,6.1134495891,0,0,45.0457673548,10.8371751186,29.885748647,-9999,-9999,0.327386917886,6.36066011893,0.0868577537249,0.106901850738,-9999
2346180,0.995814405586,7.80583602785,-9999,-9999,2.07097657257,0,0,23.1278887544,19.5235166928,20.0412608359,-9999,-9999,5.93719624685,13.1796631688,0.124972724207,7.06393445875,-9999
7041000,0.323624595469,2.73058252427,-9999,-9999,0.121359223301,0,-9999,3.88349514563,0.182038834951,1.5574433657,1,-9999,84.9716828479,4.71278317152,0.0202265372168,0.323624595469,-9999
2423496,1.21625946869,9.64472420783,-9999,-9999,1.643017177,0,-9999,36.0290195242,14.1363490878,28.6781179985,-9999,-9999,2.35783633842,5.51584337992,0.0320068281233,0.352075109357,-9999
8052745,0.192554557125,1.66880616175,-9999,-9999,-9999,-9999,-9999,2.37483953787,1.92554557125,1.026957638,3,0,50.3209242619,37.2913992298,-9999,1.60462130937,-9999
8155200,0.349087003222,4.24274973147,-9999,-9999,-9999,0,1,8.94199785177,41.5950590763,-9999,31,12,0.590762620838,0.77873254565,-9999,-9999,-9999
7077555,0.64968761027,0.39853041908,-9999,-9999,0.452498079997,-9999,0,8.44593893352,0.332108682566,2.04454407705,-9999,-9999,78.0247836104,3.8566120763,0.145297548623,5.6230151317,-9999
7364700,0.509495136637,4.40018527096,-9999,-9999,6.60799752972,0,-9999,7.81225876177,48.9115331172,16.6898255365,-9999,-9999,1.85270958777,2.979774587,0.0617569862591,10.0972672534,-9999
8167800,1.17257714986,2.13684546508,0,-9999,-9999,0,1,3.47741361063,45.9808154283,0.00839954978413,21,21,2.53498412485,1.82438221311,0.0268785593092,-9999,-9999
2365200,0.554957468424,1.48898424588,-9999,0,4.90212430441,0,0,14.3841640005,20.6456308471,22.0368152113,-9999,-9999,19.3810556322,10.7306940001,0.214553228912,5.62842110051,-9999
7311200,1.55945419103,0.194931773879,2,-9999,-9999,-9999,-9999,10.8187134503,0.389863547758,0.194931773879,70,12,0.0974658869396,2.72904483431,-9999,-9999,-9999
2329000,1.29889330067,2.30843963842,-9999,-9999,1.75508997212,0,0,3.59466080933,24.8521584861,7.89684886373,2,0,34.2569907916,6.27059221086,1.72129762609,13.151558672,-9999
8062895,1.36779752289,4.50188476037,-9999,-9999,-9999,-9999,0,10.4684975767,0.236941303177,0.398492191707,0,0,15.5842757135,64.1249326871,1.23855681206,1.84168012924,-9999
2429595,0.357690342361,0.281042411855,-9999,-9999,5.2120592744,-9999,-9999,4.3178334185,45.0434338273,16.811446091,-9999,-9999,14.2309657639,11.7526826776,0.0766479305059,1.91619826265,-9999
7382000,1.096163428,1.02640757349,1,-9999,6.8360737419,1,0,10.9516691579,40.4783258595,11.7588440458,0,-9999,2.09267563528,3.5475834579,0.577977080219,20.2192326856,-9999
8037000,1.08613894154,2.33775611517,0,-9999,4.26933838794,0,0,23.2737611698,6.39498149652,19.3910401059,-9999,-9999,1.8668953275,33.0881246803,1.28772151518,6.7770857779,-9999
