SITE_NO,Water,Developed,Mechanically_Disturbed_National_Forests,Mechanically_Disturbed_Other_Public_Lands,Mechanically_Disturbed_Private,Mining,Barren,Deciduous_Forest,Evergreen_Forest,Mixed_Forest,Grassland,Shrubland,Cultivated_Cropland,Hay_Pasture_land,Herbaceous_Wetland,Woody_Wetland,Perennial_Ice_Snow
7288500,1.94527638045,1.72719606874,-9999,-9999,-9999,0.00290773748946,0.00290773748946,1.11657119595,0.200633886773,0.694949259981,-9999,-9999,80.1517838969,5.61193335466,0.00581547497892,8.54002500654,-9999
7373500,0.33760972316,1.01282916948,-9999,-9999,-9999,-9999,0.270087778528,21.6070222822,10.3308575287,21.8771100608,-9999,-9999,19.3112761648,24.6455097907,-9999,0.607697501688,-9999
8136000,0.355850105793,0.787329288125,-9999,-9999,-9999,0.00437162292129,0.427544721702,0.603721125431,0.163935859548,-9999,15,75,7.58564009303,0.281969678423,0.0113662195954,0.00218581146065,-9999
2388350,0.634272199527,0.139754891421,-9999,-9999,-9999,0.451515803053,-9999,30.1763061707,22.0920232208,29.6495377338,-9999,-9999,4.99892496237,11.5674048592,-9999,0.290260159106,-9999
8103800,0.357512187915,0.511153789334,-9999,-9999,-9999,-9999,0.759344068548,5.4926872507,8.57733786379,-9999,33,43,3.97695375979,3.99763628306,0.0265918156301,-9999,-9999
8072760,0.226244343891,17.0814479638,-9999,-9999,-9999,0.0565610859729,0.622171945701,5.59954751131,1.52714932127,1.58371040724,2,5,21.4932126697,39.7624434389,4.24208144796,0.113122171946,-9999
2372250,0.240069838498,0.3982976866,-9999,-9999,-9999,0.0163683980794,-9999,16.766695766,23.0521606285,26.1894369271,-9999,-9999,17.0940637276,6.52007856831,0.152771715408,9.57005674378,-9999
2427500,1.64762934182,2.04726709708,-9999,-9999,-9999,0.0923139844001,0.00210335660658,29.3285034033,18.9427127458,25.220063685,-9999,-9999,9.25663871929,9.92725891736,0.185679647104,3.34982910228,-9999
2393419,0.654664484452,3.7643207856,-9999,-9999,-9999,0.490998363339,-9999,34.2062193126,16.3666121113,30.2782324059,-9999,-9999,7.20130932897,7.03764320786,-9999,-9999,-9999
2297310,0.0947306098283,1.51568975725,-9999,-9999,-9999,0.272350503256,-9999,-9999,7.55476613381,0.414446417999,40,0,14.3161634103,7.76791000592,7.17584369449,20.3670811131,-9999
7340500,0.861896171577,0.046769559698,-9999,-9999,-9999,0.0668136567114,0.0200440970134,48.6403420859,11.6790271932,32.3110843856,-9999,-9999,0.334068283557,5.84619496225,0.0868577537249,0.106901850738,-9999
2346180,0.966058995061,7.15121699629,-9999,-9999,-9999,0.103152089822,0.00198369403503,22.5169109916,19.4124298268,18.5316696753,-9999,-9999,11.3407787983,12.7333320109,0.126956418242,7.11551050366,-9999
7041000,0.303398058252,2.46763754045,-9999,-9999,-9999,0.404530744337,-9999,4.93527508091,0.182038834951,1.57766990291,1,-9999,83.9805825243,4.67233009709,0.0202265372168,0.627022653722,-9999
2423496,1.20559052598,8.88722927558,-9999,-9999,-9999,0.352075109357,-9999,36.7545076283,14.3177211138,29.5316334151,-9999,-9999,2.95529713005,5.61186386429,0.0320068281233,0.352075109357,-9999
8052745,0.192554557125,1.41206675225,-9999,-9999,-9999,-9999,-9999,2.43902439024,2.11810012837,1.026957638,3,0,50.1925545571,38.1258023107,-9999,1.21951219512,-9999
8155200,0.349087003222,3.41031149302,-9999,-9999,-9999,0.0268528464017,0.510204081633,8.94199785177,41.9709989259,-9999,32,12,0.375939849624,0.725026852846,-9999,-9999,-9999
7077555,0.369470909355,0.315503248438,-9999,-9999,-9999,0.00207567926604,0.0269838304585,9.57303277498,0.340411399631,2.78556157503,-9999,-9999,76.2376237624,3.76735786786,0.149448907155,6.43253004546,-9999
7364700,0.524934383202,4.40018527096,-9999,-9999,-9999,0.0771962328238,-9999,9.52601513046,50.548093253,19.0211517678,-9999,-9999,1.97622356029,3.01065308013,0.0617569862591,10.853790335,-9999
8167800,1.17089723991,1.58415508929,-9999,-9999,-9999,0.00335981991365,0.551010465839,3.51269171972,46.652779411,0.00839954978413,21,21,2.21748114301,1.73198716549,0.0268785593092,-9999,-9999
2365200,0.534487725736,1.33811466088,-9999,-9999,-9999,0.00379069309032,0.00454883170839,14.8739215478,21.5842064563,22.6023866204,0,-9999,22.6016284818,10.2841503541,0.212278813058,5.9551788449,-9999
7311200,1.55945419103,0.194931773879,-9999,-9999,-9999,-9999,-9999,12.2807017544,0.877192982456,0.194931773879,70,12,0.0974658869396,2.72904483431,-9999,-9999,-9999
2329000,1.28199712765,2.09934949734,-9999,-9999,-9999,0.0401284109149,0.0718087353214,3.63267719861,25.5427895582,8.10171496156,2,0,36.1789304722,5.99180535609,1.71496156121,13.5634028892,-9999
8062895,1.31394722671,3.94184168013,-9999,-9999,-9999,-9999,0.0753904146473,11.6316639742,0.333871836295,0.409262250942,0,0,15.4442649435,63.8772213247,1.10931610124,1.70166935918,-9999
2429595,0.306591722024,0.281042411855,-9999,-9999,-9999,-9999,-9999,5.2120592744,45.3244762391,17.7567705672,-9999,-9999,19.085334696,9.91313234543,0.102197240675,2.01839550332,-9999
7382000,1.11609367215,0.876930742402,-9999,-9999,-9999,0.279023418037,0.039860488291,12.7553562531,43.5475834579,12.6856003986,0,-9999,2.53114100648,3.62730443448,0.577977080219,21.6641753861,-9999
8037000,1.07560850859,2.2986430785,-9999,-9999,-9999,0.0165478232091,0.148930408882,25.041369558,7.02831182116,21.014231128,0,0,2.11511267563,33.0053855643,1.28471282005,6.9335379246,-9999
2390140,0.525812619503,0.57361376673,-9999,-9999,-9999,-9999,-9999,29.9713193117,10.5640535373,25.1912045889,-9999,-9999,8.55640535373,24.5219885277,-9999,0.0956022944551,-9999
8164390,0.28118609407,0.519768234492,-9999,-9999,-9999,-9999,0.153374233129,23.8582140423,9.9054192229,0.741308793456,26,15,4.10702113156,17.7402862986,1.9299591002,0.298227675528,-9999
8017200,1.57037037037,3.58518518519,-9999,-9999,-9999,0.0296296296296,0.0296296296296,14.0148148148,0.474074074074,0.296296296296,-9999,-9999,27.6740740741,49.4814814815,1.80740740741,1.03703703704,-9999
2430880,-9999,-9999,-9999,-9999,-9999,-9999,-9999,34.6965699208,14.2480211082,43.1398416887,-9999,-9999,5.54089709763,2.3746701847,-9999,-9999,-9999
8022500,2.81495017106,2.53688135896,-9999,-9999,-9999,0.448385959511,0.196634374271,23.790773081,4.59111470835,12.3978966081,0,0,6.19795520113,38.4574132649,1.47227504978,6.95916857425,-9999
8059000,0.964467005076,1.42131979695,-9999,-9999,-9999,-9999,0.0126903553299,8.52791878173,6.81472081218,2.06852791878,13,1,29.4035532995,37.0939086294,0.0634517766497,-9999,-9999
7366200,0.4,1.22857142857,-9999,-9999,-9999,0.157142857143,-9999,10.4428571429,52.5571428571,20.7571428571,-9999,-9999,2.74285714286,3.75714285714,-9999,7.95714285714,-9999
2337170,3.23326448221,15.5020655338,-9999,-9999,-9999,0.0903671016806,0.00352079616937,32.2035489625,12.9436203173,23.0565205145,-9999,-9999,4.06182518073,8.3689324946,0.0293399680781,0.50699464839,-9999
8068090,3.81698187549,4.29472025217,-9999,-9999,-9999,0.0886524822695,0.22901891253,6.70311268716,17.2552206462,29.4473995272,0,0,0.948089046493,31.3805161545,1.77304964539,3.79728132388,-9999
2343801,2.54207852303,5.63107482,-9999,-9999,-9999,0.060932173954,0.0014717916414,29.1644344493,21.5034645975,23.0447248044,0,-9999,8.79248326573,6.26129600085,0.117154614656,2.87911880891,-9999
7351000,0.69244085401,9.7230236584,-9999,-9999,-9999,0.461627236007,0.144258511252,26.3704558569,15.7241777265,25.3606462781,0,-9999,4.15464512406,11.9734564339,0.0865551067513,5.27986151183,-9999
