SITE_NO,Water,Developed,Mechanically_Disturbed_National_Forests,Mechanically_Disturbed_Other_Public_Lands,Mechanically_Disturbed_Private,Mining,Barren,Deciduous_Forest,Evergreen_Forest,Mixed_Forest,Grassland,Shrubland,Cultivated_Cropland,Hay_Pasture_land,Herbaceous_Wetland,Woody_Wetland,Perennial_Ice_Snow
7288500,1.11657119595,1.38699078247,-9999,-9999,-9999,-9999,0.00872321246838,1.67485679393,0.241342211625,1.9045680556,-9999,-9999,74.0833357564,5.53342444244,0.00581547497892,14.0443720741,-9999
7373500,0.270087778528,0.945307224848,-9999,-9999,-9999,-9999,0.270087778528,17.0830519919,12.0864280891,17.1505739365,0,-9999,29.0344361918,22.3497636732,-9999,0.742741390952,-9999
8136000,0.211586549391,0.506671096578,-9999,-9999,-9999,-9999,0.429730533163,0.60153531397,0.171804780807,-9999,15,72,9.87199888086,0.265794673615,0.017049329393,0.00830608355046,-9999
2388350,0.548269189422,0.129004515158,-9999,-9999,-9999,0,-9999,29.0582670393,20.9309825844,28.4024940873,-9999,-9999,8.48204687164,11.6964093743,-9999,0.301010535369,-9999
8103800,0.348648249372,0.440242280987,-9999,-9999,-9999,-9999,0.759344068548,5.51336977397,8.84325602009,-9999,34,43,3.04624021273,3.60171369479,0.0265918156301,-9999,-9999
8072760,0.0565610859729,0.961538461538,-9999,-9999,-9999,-9999,0.622171945701,7.18325791855,3.39366515837,2.65837104072,2,5,36.6515837104,34.6153846154,4.18552036199,2.43212669683,-9999
2372250,0.196420776953,0.289175032737,-9999,-9999,-9999,-9999,-9999,13.7767350502,22.4956350938,22.3046704496,0,-9999,25.1145787866,5.93081623745,0.152771715408,9.73374072457,-9999
2427500,1.2214659227,1.32149221466,-9999,-9999,-9999,0,0.00210335660658,27.5179807777,18.5465805848,23.4040489615,0,0,14.7772486927,9.52797172154,0.189302094593,3.40463322719,-9999
2393419,0.654664484452,0.654664484452,-9999,-9999,-9999,-9999,-9999,28.3142389525,14.5662847791,25.8592471358,-9999,-9999,20.7855973813,9.16530278232,-9999,-9999,-9999
2297310,0.0592066311427,0.781527531083,-9999,-9999,-9999,0,-9999,0.130254588514,8.72705743043,0.414446417999,40,0,13.522794553,7.70870337478,7.17584369449,21.0775606868,-9999
7340500,0.454332865638,0.046769559698,-9999,-9999,-9999,0,0.0200440970134,50.4242667201,11.8594240663,33.1128482662,-9999,-9999,0.300661455201,3.56116790272,0.100220485067,0.106901850738,-9999
2346180,0.991847017516,4.13401836901,-9999,-9999,-9999,0,0.00198369403503,19.1862887068,18.5197675111,15.4966178017,-9999,-9999,21.9872646843,12.3683323084,0.132907500347,7.11749419769,-9999
7041000,0.101132686084,1.96197411003,-9999,-9999,-9999,0,-9999,15.7766990291,0.161812297735,1.65857605178,1,0,67.5161812298,4.42961165049,0.0202265372168,7.34223300971,-9999
2423496,1.14157686973,6.04929051531,-9999,-9999,-9999,0,-9999,37.5013336178,14.3817347701,30.0010668943,-9999,-9999,4.59831430705,5.56918809346,0.0320068281233,0.362744052064,-9999
8052745,0.0641848523748,0.641848523748,-9999,-9999,-9999,-9999,-9999,1.86136071887,1.41206675225,0.962772785623,1,0,62.323491656,29.7175866496,0.0641848523748,1.21951219512,-9999
8155200,0.349087003222,0.832438238453,-9999,-9999,-9999,0,0.510204081633,9.4522019334,44.0118152524,-9999,32,12,0.241675617615,0.537056928034,-9999,-9999,-9999
7077555,0.0456649438529,0.18888681321,-9999,-9999,-9999,0,0.0249081511925,18.6105402993,0.369470909355,8.46254436764,-9999,0,51.8172571974,3.57431969612,0.149448907155,16.7528073562,-9999
