SITE_NO,Water,Developed,Mechanically_Disturbed_National_Forests,Mechanically_Disturbed_Other_Public_Lands,Mechanically_Disturbed_Private,Mining,Barren,Deciduous_Forest,Evergreen_Forest,Mixed_Forest,Grassland,Shrubland,Cultivated_Cropland,Hay_Pasture_land,Herbaceous_Wetland,Woody_Wetland,Perennial_Ice_Snow
7288500,1.04097002123,1.32883603268,-9999,-9999,-9999,0.00290773748946,0.0145386874473,1.69811869384,0.244249949115,1.930737693,-9999,-9999,73.1673984473,5.52179349248,0.00581547497892,15.0446337705,-9999
7373500,0.270087778528,0.945307224848,-9999,-9999,-9999,-9999,0.270087778528,15.59756921,11.3436866982,15.7326130993,0,-9999,32.6806212019,22.3497636732,-9999,0.742741390952,-9999
8136000,0.211586549391,0.504485285117,-9999,-9999,-9999,-9999,0.429730533163,0.60153531397,0.171804780807,-9999,15,72,10.2326577719,0.265357511323,0.0174864916852,0.0113662195954,-9999
2388350,0.526768436895,0.0967533863685,-9999,-9999,-9999,0.451515803053,-9999,28.6497527413,20.4794667813,28.0907331757,-9999,-9999,9.64308750806,11.7609116319,-9999,0.301010535369,-9999
8103800,0.348648249372,0.437287634806,-9999,-9999,-9999,-9999,0.759344068548,5.51336977397,8.83734672773,-9999,34,43,3.30920372285,3.4894371399,0.0265918156301,-9999,-9999
8072760,0.0565610859729,0.565610859729,-9999,-9999,-9999,-9999,0.622171945701,7.07013574661,3.56334841629,2.60180995475,2,5,37.556561086,34.0497737557,4.18552036199,2.60180995475,-9999
2372250,0.185508511567,0.278262767351,-9999,-9999,-9999,-9999,-9999,12.6145787866,21.7208642514,20.6951113051,0,-9999,28.5573985159,5.88716717591,0.152771715408,9.90288083806,-9999
2427500,1.1888638953,1.25313312495,-9999,-9999,-9999,0.0871724460285,0.00186965031696,26.6614472262,18.1967222693,22.5270661097,0,-9999,16.8919400543,9.54164353948,0.191054891765,3.45896993953,-9999
2393419,0.654664484452,0.327332242226,-9999,-9999,-9999,-9999,-9999,27.6595744681,13.7479541735,24.7135842881,-9999,-9999,23.4042553191,9.49263502455,-9999,-9999,-9999
2297310,0.0473653049142,0.65127294257,-9999,-9999,-9999,0.130254588514,-9999,0.142095914742,8.76258140912,0.414446417999,40,0,13.5346358792,7.70870337478,7.17584369449,21.2551805802,-9999
7340500,0.454332865638,0.046769559698,-9999,-9999,-9999,0.0133627313423,0.0200440970134,50.4175853544,11.8594240663,33.0994855348,-9999,-9999,0.307342820873,3.56116790272,0.100220485067,0.120264582081,-9999
2346180,0.973993771201,3.71942631569,-9999,-9999,-9999,0.061494515086,0.00198369403503,18.005990756,17.9246593005,14.439308881,-9999,-9999,25.1929142449,12.4060224951,0.132907500347,7.14129852612,-9999
7041000,0.0809061488673,1.94174757282,-9999,-9999,-9999,0.161812297735,-9999,16.2014563107,0.161812297735,1.678802589,1,0,65.5946601942,4.36893203883,0.0202265372168,8.91990291262,-9999
2423496,1.13090792702,5.79323589032,-9999,-9999,-9999,0.362744052064,-9999,37.202603222,14.3070521711,29.8730395818,-9999,-9999,5.3558092393,5.56918809346,0.0426757708311,0.362744052064,-9999
8052745,0.0641848523748,0.641848523748,-9999,-9999,-9999,-9999,-9999,1.7971758665,1.34788189987,0.834403080873,1,0,63.9281129653,28.4338896021,0.0641848523748,1.21951219512,-9999
8155200,0.349087003222,0.805585392052,-9999,-9999,-9999,0.0268528464017,0.510204081633,9.4522019334,44.0118152524,-9999,32,12,0.295381310419,0.537056928034,-9999,-9999,-9999
7077555,0.0332108682566,0.184735454678,-9999,-9999,-9999,0.00207567926604,0.0249081511925,18.7537621687,0.371546588621,8.5995391992,-9999,0,49.9242377068,3.56394129979,0.149448907155,18.3905182971,-9999
7364700,0.447738150378,4.01420410684,-9999,-9999,-9999,0.0463177396943,-9999,9.12459471978,50.4245792805,18.6969275899,-9999,-9999,3.21136328547,3.01065308013,0.0617569862591,10.961865061,-9999
8167800,0.42333730912,0.824835788802,-9999,-9999,-9999,0.00167990995683,0.557730105666,3.67060325567,48.5880356813,0.00839954978413,22,21,1.54887698019,1.20449543904,0.0268785593092,-9999,-9999
2365200,0.457915725311,0.734636320905,-9999,-9999,-9999,-9999,0.00454883170839,12.1233946415,21.7760155267,19.5349577717,0,-9999,29.7129687192,9.2788585465,0.217585783385,6.14243908356,-9999
7311200,1.55945419103,0.0974658869396,-9999,-9999,-9999,-9999,-9999,12.2807017544,0.877192982456,0.194931773879,70,12,0.292397660819,2.72904483431,-9999,-9999,-9999
2329000,1.16372391653,1.31790149531,-9999,-9999,-9999,0.0063360648813,0.0696967136943,3.14691222438,26.6896173017,7.86728056095,1,0,37.8072991467,5.5250485765,1.73396975585,13.8569738954,-9999
