SITE_NO,Water,Developed,Mechanically_Disturbed_National_Forests,Mechanically_Disturbed_Other_Public_Lands,Mechanically_Disturbed_Private,Mining,Barren,Deciduous_Forest,Evergreen_Forest,Mixed_Forest,Grassland,Shrubland,Cultivated_Cropland,Hay_Pasture_land,Herbaceous_Wetland,Woody_Wetland,Perennial_Ice_Snow
7288500,1.55563955686,1.63996394406,-9999,-9999,-9999,0.00290773748946,0.00581547497892,1.18344915821,0.212264836731,0.854874821901,-9999,-9999,79.2532930127,5.58867145474,0.00581547497892,9.69730452735,-9999
7373500,0.270087778528,1.01282916948,-9999,-9999,-9999,-9999,0.270087778528,20.5941931128,10.465901418,20.0540175557,-9999,-9999,22.6198514517,24.1053342336,-9999,0.607697501688,-9999
8136000,0.355850105793,0.645251543183,-9999,-9999,-9999,0.00131148687639,0.429293370871,0.602409638554,0.165247346425,-9999,15,75,7.37405354364,0.27716089321,0.0118033818875,0.00480878521342,-9999
2388350,0.612771447001,0.139754891421,-9999,-9999,-9999,0.451515803053,-9999,29.9935497742,21.8985164481,29.3592775747,-9999,-9999,5.74070092453,11.5136529779,-9999,0.290260159106,-9999
8103800,0.354557541734,0.508199143153,-9999,-9999,-9999,-9999,0.759344068548,5.49564189688,8.59802038706,-9999,33,43,4.06559314522,4.0065002216,0.0265918156301,-9999,-9999
8072760,0.169683257919,13.1787330317,-9999,-9999,-9999,0.0565610859729,0.622171945701,5.71266968326,1.58371040724,1.52714932127,2,5,26.3009049774,38.5746606335,4.24208144796,0.339366515837,-9999
2372250,0.218245307726,0.387385421213,-9999,-9999,-9999,0.0163683980794,-9999,15.7845918813,22.5556525535,24.8799650808,-9999,-9999,20.0621999127,6.36185072021,0.152771715408,9.58096900917,-9999
2427500,1.57237591657,1.95986094476,-9999,-9999,-9999,0.0898600683591,0.00210335660658,28.8433291461,18.8228214192,24.7159592183,-9999,0,10.7467500219,9.70664017995,0.185562793959,3.35415266863,-9999
2393419,0.654664484452,3.43698854337,-9999,-9999,-9999,0.490998363339,-9999,32.0785597381,16.2029459902,28.8052373159,-9999,-9999,11.4566284779,6.87397708674,-9999,-9999,-9999
2297310,0.0828892835998,1.45648312611,-9999,-9999,-9999,0.260509177028,-9999,-9999,7.66133806986,0.414446417999,40,0,14.2332741267,7.76791000592,7.17584369449,20.4262877442,-9999
7340500,0.808445246208,0.046769559698,-9999,-9999,-9999,0.0534509253691,0.0200440970134,48.7739693993,11.6923899245,32.3378098483,-9999,-9999,0.334068283557,5.73929311151,0.0868577537249,0.106901850738,-9999
2346180,0.952173136815,6.91714110016,-9999,-9999,-9999,0.0872825375414,0.00198369403503,21.406042332,19.0672670647,17.5656106802,-9999,-9999,14.3619448136,12.3941203309,0.128940112277,7.11749419769,-9999
7041000,0.262944983819,2.4069579288,-9999,-9999,-9999,0.364077669903,-9999,6.25,0.161812297735,1.53721682848,1,0,81.8567961165,4.63187702265,0.0202265372168,1.63834951456,-9999
2423496,1.17358369786,8.67385042142,-9999,-9999,-9999,0.352075109357,-9999,36.8078523418,14.2857142857,29.4782887016,-9999,-9999,3.26469646858,5.57985703617,0.0320068281233,0.352075109357,-9999
