SITE_NO,Water,Developed,Mechanically_Disturbed_National_Forests,Mechanically_Disturbed_Other_Public_Lands,Mechanically_Disturbed_Private,Mining,Barren,Deciduous_Forest,Evergreen_Forest,Mixed_Forest,Grassland,Shrubland,Cultivated_Cropland,Hay_Pasture_land,Herbaceous_Wetland,Woody_Wetland,Perennial_Ice_Snow
7288500,0.988630746416,1.2677735454,-9999,-9999,-9999,0.00290773748946,0.0174464249368,1.70393416882,0.244249949115,1.930737693,-9999,-9999,72.3008926754,5.51016254253,0.00581547497892,16.0274490419,-9999
7373500,0.270087778528,0.945307224848,-9999,-9999,-9999,-9999,0.270087778528,14.1120864281,10.7359891965,13.6394328157,0,-9999,36.5968939905,22.4848075625,-9999,0.877785280216,-9999
8136000,0.128525713886,0.501862311364,-9999,-9999,-9999,-9999,0.429730533163,0.60153531397,0.171367618515,0.000437162292129,15,72,10.3812929512,0.257051427772,0.0183608162694,0.0139891933481,-9999
2388350,0.494517308106,0.0860030101054,-9999,-9999,-9999,0.451515803053,-9999,28.0369812943,20.0602021071,27.53171361,-9999,-9999,11.2771447001,11.7609116319,-9999,0.301010535369,-9999
8103800,0.348648249372,0.437287634806,-9999,-9999,-9999,-9999,0.759344068548,5.50450583543,8.83439208155,-9999,34,43,3.73762741912,3.48352784754,0.0265918156301,-9999,-9999
8072760,0.0565610859729,0.452488687783,-9999,-9999,-9999,0.0565610859729,0.622171945701,6.61764705882,3.56334841629,2.65837104072,2,5,37.7262443439,34.3891402715,4.18552036199,2.60180995475,-9999
2372250,0.180052378874,0.278262767351,-9999,-9999,-9999,-9999,-9999,11.5724574422,20.9024443474,19.0091663029,-9999,-9999,31.8201658664,5.87625491052,0.152771715408,10.2084242689,-9999
2427500,1.14597879115,1.21048172709,-9999,-9999,-9999,0.0872892991733,0.00186965031696,25.676024656,17.7807250738,21.5627939587,-9999,-9999,19.2349624609,9.55730186089,0.19409307353,3.54847944845,-9999
2393419,0.654664484452,-9999,-9999,-9999,-9999,-9999,-9999,24.7135842881,13.9116202946,21.2765957447,-9999,-9999,30.2782324059,9.16530278232,-9999,-9999,-9999
2297310,0.0473653049142,0.56838365897,-9999,-9999,-9999,0.0947306098283,-9999,0.153937240971,8.75074008289,0.414446417999,40,0,13.5701598579,7.69686204855,7.17584369449,21.4920071048,-9999
